MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,LotFrontagenan,MasVnrAreanan,GarageYrBltnan
20,3,4.219507705176107,9.084096645401932,1,2,0,1,1,0,0,14,2,1,3,3,7,5,3,3,0,0,10,10,4,180.0,2,3,4,3,3,1,6,1334,5,0,270,1604,2,4,1,3,7.38025578842646,0,0,7.38025578842646,1,0,2,1,3,1,2,8,4,1,4,4,3.0,2,2,660,2,3,2,123,110,0,0,0,0,0,4,2,0,3,2,0,12.301382825334498,1,1,1
60,3,4.382026634673881,9.428270356237505,1,2,0,1,1,0,0,14,2,1,3,5,7,5,7,7,0,0,10,10,2,172.0,2,3,4,3,3,1,6,361,5,0,602,963,2,4,1,3,6.870053411798126,829,0,7.491087593534876,0,0,2,1,3,1,2,7,4,1,3,4,7.0,2,2,564,2,3,2,0,96,0,245,0,0,0,4,2,0,5,2,3,12.352335152508426,1,1,1
20,1,4.248495242049359,9.44951474036292,1,2,0,1,1,0,0,4,2,1,3,3,5,5,52,52,0,0,8,8,1,0.0,1,3,4,0,1,0,0,0,0,0,0,0,2,3,1,2,6.782192056006791,0,0,6.782192056006791,0,0,1,0,2,1,1,4,4,0,1,2,52.0,1,1,308,2,3,2,0,45,0,0,0,0,0,4,2,0,12,2,3,11.48246625748552,1,1,1
80,3,4.787491742782046,9.867653099526912,1,2,0,1,1,1,0,8,0,1,3,4,6,5,47,47,0,0,2,1,2,399.0,1,3,2,2,3,4,1,672,6,690,0,1362,2,2,1,3,7.231287004327616,0,0,7.231287004327616,1,0,1,0,3,1,1,6,4,1,3,4,18.0,1,2,884,2,3,2,0,0,252,0,0,0,0,0,2,0,5,2,3,12.078239274020289,1,1,1
60,3,4.23410650459726,9.168267595554275,1,2,1,1,1,0,0,14,2,1,3,5,8,5,0,0,0,0,9,9,4,270.0,2,3,4,4,3,1,5,0,5,0,1482,1482,2,4,1,3,7.301147805856032,1092,0,7.853216388156072,0,0,2,1,3,1,3,10,4,1,4,5,0.0,3,3,868,2,3,2,0,148,0,0,0,0,0,4,2,0,11,3,4,12.528156144699286,1,1,1
80,3,4.477336814478207,9.044403844431551,1,2,1,1,1,1,0,6,2,1,3,4,6,7,29,11,0,0,6,7,2,46.0,1,3,2,3,4,3,4,506,5,0,0,506,2,2,1,3,7.10002716662926,0,0,7.10002716662926,1,0,1,0,3,1,1,6,4,1,3,4,28.0,1,2,492,2,3,2,292,12,0,0,0,0,0,0,2,0,7,2,3,11.925035115797062,1,1,1
50,1,3.912023005428146,8.612503371220562,1,2,0,1,1,1,0,4,2,1,3,1,5,7,81,9,0,0,2,1,1,0.0,1,3,1,2,3,1,3,234,6,692,0,926,2,2,1,3,6.8308742346461795,0,390,7.182352111885263,1,0,1,0,3,1,1,6,4,0,1,2,36.0,1,2,484,2,3,2,0,0,0,0,0,0,0,4,2,0,4,2,3,11.77528972943772,1,1,1
30,1,3.4011973816621555,8.562548893137034,1,0,2,0,1,0,0,4,0,1,3,3,5,5,83,4,0,0,2,1,1,0.0,1,3,1,1,3,1,5,0,5,0,680,680,2,3,0,0,6.638567789166521,0,0,6.638567789166521,0,0,1,0,2,1,1,4,4,0,1,2,43.0,1,2,504,2,3,0,0,0,0,0,0,0,0,4,2,0,6,2,3,11.198214720130528,1,1,1
20,3,4.356708826689592,9.400133943608838,1,2,1,1,1,0,0,12,2,1,3,3,6,6,27,27,0,0,4,3,2,210.0,1,2,2,3,3,1,6,588,3,228,606,1422,2,2,1,3,7.259819610363186,0,0,7.259819610363186,0,0,2,0,3,1,2,7,4,1,3,4,27.0,3,2,576,2,3,2,276,0,0,0,0,0,0,3,2,0,6,2,3,12.075394321888057,1,1,1
60,3,4.248495242049359,9.324293862052029,1,2,1,3,1,2,0,13,2,1,3,5,6,5,9,9,0,0,10,10,1,0.0,1,3,4,3,3,3,6,714,5,0,88,802,2,3,1,3,6.687108607866515,709,0,7.32052696227274,1,0,2,1,3,1,1,8,4,1,3,4,9.0,3,2,413,2,3,2,95,75,0,0,0,0,0,4,2,0,6,2,3,12.128111104060462,1,1,1
75,3,4.0943445622221,9.035986984831405,1,2,0,0,1,0,1,7,2,1,3,2,5,8,69,11,0,0,2,1,1,0.0,1,3,4,2,3,1,3,378,5,0,342,720,2,4,1,3,6.9584483932976555,720,420,7.692569648067906,0,0,2,1,4,1,2,8,4,1,4,2,69.0,1,1,240,2,3,2,262,24,0,0,0,0,0,4,2,0,7,2,3,12.097930486910471,1,1,1
30,1,4.2626798770413155,8.83927669058535,1,2,0,1,1,0,0,0,2,1,3,3,5,6,68,53,0,0,10,10,1,0.0,1,3,2,2,3,1,4,403,2,125,212,740,2,4,1,3,6.656726524178391,0,0,6.656726524178391,0,0,1,0,2,1,1,4,4,1,4,2,42.0,3,1,924,3,2,2,0,25,0,0,0,0,0,4,2,0,2,2,3,11.699405031912846,1,1,1
20,3,4.23410650459726,8.976767625171433,1,2,1,1,1,1,0,5,2,1,3,3,6,7,31,31,2,0,6,5,2,174.0,1,2,2,2,4,1,2,751,5,0,392,1143,2,2,1,3,7.014814351275545,0,0,7.014814351275545,1,0,1,1,3,1,1,6,4,1,2,4,20.0,2,1,504,2,2,2,370,30,0,0,0,0,0,3,2,0,5,2,3,11.904967552746252,1,1,1
60,4,4.430816798843313,9.280612424961515,1,2,0,1,1,0,0,18,2,1,3,5,8,5,0,0,0,0,10,10,1,0.0,2,3,4,3,3,2,5,0,5,0,1095,1095,2,3,1,3,6.9985096422506015,844,0,7.569927655242652,0,0,2,1,3,1,2,8,4,1,4,4,0.0,2,3,1053,2,3,2,192,51,0,0,0,0,0,4,2,0,8,3,4,12.491251587763836,1,1,1
20,3,4.290459441148391,10.573980042531268,1,2,1,2,1,4,2,17,2,1,3,3,7,7,54,3,1,1,7,7,1,0.0,1,3,2,3,3,4,3,226,4,1063,96,1385,2,4,1,3,7.217443431696533,0,0,7.217443431696533,1,0,1,0,2,1,1,5,2,2,3,4,54.0,1,2,439,2,3,2,81,0,0,0,0,0,0,4,2,0,4,2,3,12.394624752074764,1,1,1
60,3,4.5217885770490405,9.372799299673886,1,2,1,1,1,4,0,22,2,1,3,5,8,7,11,3,0,0,10,10,2,348.0,2,3,4,3,3,1,6,524,5,0,628,1152,2,4,1,3,7.059617628291383,1106,0,7.727535110475448,0,0,2,1,4,1,2,9,4,1,4,4,11.0,3,3,671,2,3,2,132,57,0,0,0,0,0,4,2,0,4,2,3,12.577636201962656,1,1,1
20,3,4.382026634673881,9.169518377455928,1,2,0,1,1,0,0,8,1,1,3,3,6,6,51,21,2,0,2,1,0,183.0,1,3,2,2,3,1,1,620,3,620,0,1240,2,3,1,3,7.397561535524052,0,0,7.397561535524052,1,0,2,0,3,1,1,6,3,1,4,4,51.0,2,1,338,2,3,2,289,0,0,0,0,0,0,2,2,0,4,2,3,11.842229212112828,1,1,1
20,3,4.330733340286331,9.025696119812583,1,2,0,1,1,1,0,9,2,1,3,3,5,7,25,25,0,0,6,6,1,0.0,1,3,2,2,3,4,4,546,5,0,270,816,2,2,1,3,6.704414354964107,0,0,6.704414354964107,0,0,1,0,2,1,1,5,4,0,1,4,25.0,1,1,264,2,3,2,168,0,0,0,0,0,0,4,2,0,6,2,3,11.732060994886899,1,1,1
50,3,4.007333185232471,8.890685920281129,1,2,0,1,1,0,0,3,2,1,3,1,7,7,84,2,0,0,2,1,1,0.0,2,2,1,2,3,1,5,0,5,0,952,952,1,3,0,3,6.858565034791365,596,0,7.344719054149673,0,0,2,1,3,1,3,5,4,0,1,2,31.0,1,2,672,2,3,2,74,0,0,0,144,0,0,4,2,0,10,2,3,12.230765258120545,1,1,1
20,3,4.859812404361672,9.126523885883072,1,2,1,1,1,0,0,9,2,1,3,3,7,5,7,7,0,0,10,10,1,0.0,2,3,4,4,3,1,5,0,5,0,1560,1560,2,4,1,3,7.352441100243583,0,0,7.352441100243583,0,0,2,0,3,1,2,7,4,0,1,4,7.0,3,2,573,2,3,2,100,150,0,0,0,0,0,4,2,0,4,2,3,12.211060187041213,1,1,1
20,3,4.941642422609304,9.859431166339208,1,2,0,1,1,1,0,13,2,1,3,3,4,5,59,59,0,0,10,10,1,0.0,1,3,2,2,3,1,3,120,5,0,744,864,2,4,1,3,6.761572768804055,0,0,6.761572768804055,0,0,1,0,2,1,1,4,4,0,1,2,59.0,1,2,400,2,3,2,0,0,0,0,0,0,0,4,2,0,6,2,3,11.856515169360305,1,1,1
20,3,4.672828834461906,9.578449693540579,1,2,0,1,1,0,0,21,2,1,3,3,9,5,1,0,0,0,9,9,2,315.0,3,3,4,4,3,4,5,0,5,0,2121,2121,2,4,1,3,7.659642954564682,0,0,7.659642954564682,0,0,2,1,3,1,3,8,4,1,5,4,0.0,3,3,732,2,3,2,124,98,0,0,142,0,0,4,2,0,5,3,4,12.936751613811438,1,1,1
60,3,4.418840607796598,9.210840247017833,1,2,0,1,1,0,0,17,2,1,3,5,7,5,31,31,2,0,7,7,2,299.0,1,3,2,3,3,1,2,392,5,0,768,1160,2,4,1,3,7.052721049232323,866,0,7.611842399580417,0,0,2,1,4,1,1,8,4,1,3,4,31.0,3,2,505,2,3,2,288,117,0,0,0,0,0,4,2,0,3,2,3,12.165250651009918,1,1,1
60,3,4.406719247264253,9.331406899955626,1,2,0,1,1,0,0,10,2,1,3,5,7,6,18,18,0,0,7,7,2,340.0,2,3,2,3,3,3,6,421,5,0,386,807,2,3,1,3,7.069023426578259,807,0,7.591861714889934,0,0,2,1,3,1,2,7,4,1,3,4,18.0,3,2,575,2,3,2,0,84,0,196,0,0,0,4,2,0,1,2,3,12.339291489316397,1,1,1
20,4,4.0943445622221,8.881836305004146,1,1,0,1,1,0,0,18,2,1,3,3,6,5,0,0,0,0,10,10,4,68.0,2,3,4,3,3,1,6,905,5,0,357,1262,2,3,1,3,7.140453043101158,0,0,7.140453043101158,0,0,2,0,2,1,2,5,4,0,1,4,0.0,3,2,572,2,3,2,0,120,0,0,0,0,0,4,2,0,5,3,4,12.128111104060462,1,1,1
120,3,3.5263605246161616,8.529714471969909,1,2,0,1,1,0,0,21,2,1,1,3,7,5,2,1,0,0,10,10,4,166.0,2,3,4,3,3,1,6,904,5,0,410,1314,2,4,1,3,7.1808311990445555,0,0,7.1808311990445555,1,0,2,0,2,1,2,6,4,1,4,4,1.0,2,2,626,2,3,2,172,62,0,0,0,0,0,4,2,0,4,1,3,12.24288661865289,1,1,1
20,3,4.30406509320417,9.17076759685636,1,2,0,1,1,0,0,18,1,1,3,3,8,5,1,0,0,0,10,10,4,72.0,2,3,4,3,3,1,5,0,5,0,1468,1468,2,4,1,3,7.291656209174461,0,0,7.291656209174461,0,0,2,0,3,1,2,6,4,1,4,4,1.0,3,3,898,2,3,2,210,150,0,0,0,0,0,4,2,0,12,3,4,12.407379502235209,1,1,1
120,3,3.912023005428146,8.988695696785708,1,2,0,1,1,0,0,10,2,1,4,3,6,5,15,15,0,0,7,6,1,0.0,2,3,4,3,3,1,6,430,5,0,1145,1575,2,3,1,3,7.362010551259734,0,0,7.362010551259734,1,0,2,0,2,1,2,5,4,0,1,4,15.0,2,2,529,2,3,2,0,0,52,0,0,0,0,4,2,0,7,2,3,12.096257779522967,1,1,1
160,4,3.5553480614894135,8.35490952835879,1,1,1,1,1,0,0,18,2,1,4,5,7,5,1,0,0,0,4,3,1,0.0,2,3,4,3,3,1,5,0,5,0,625,625,2,4,1,3,6.437751649736401,625,0,7.1308988302963465,0,0,2,1,2,1,2,5,4,0,1,2,1.0,2,2,528,2,3,2,0,54,0,0,0,0,0,4,2,0,6,3,4,12.011880916165731,1,1,1
50,3,4.343805421853684,9.188708071849069,1,2,1,0,1,0,0,8,2,1,3,1,6,7,44,25,0,0,2,1,1,0.0,1,3,2,2,3,1,1,600,5,0,312,912,2,2,1,3,6.98933526597456,649,0,7.458186157340487,0,0,1,1,3,1,2,7,4,1,4,4,44.0,2,2,440,2,3,2,0,0,0,0,128,0,0,3,2,0,6,2,3,11.976659481202368,1,1,1
20,3,4.23410650459726,9.002701007197938,1,2,1,1,1,1,0,8,2,1,3,3,4,4,35,35,0,0,6,5,1,0.0,1,3,2,2,3,1,2,614,5,0,244,858,2,2,1,3,6.754604099487962,0,0,6.754604099487962,0,0,1,0,3,1,1,5,4,0,1,0,26.0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,2,0,6,2,3,11.385092093460344,1,1,1
20,3,4.23410650459726,9.19207456316929,1,2,1,1,1,0,0,6,2,1,3,3,5,5,43,43,0,0,4,3,2,31.0,1,2,2,2,3,1,2,450,5,0,432,882,2,2,1,3,6.802394763324311,0,0,6.802394763324311,0,0,1,0,3,1,1,5,4,0,1,2,40.0,1,1,280,2,3,2,0,0,0,0,0,0,0,2,2,0,2,2,3,11.711776323715394,1,1,1
70,3,4.0943445622221,9.074520648833648,1,2,0,1,1,0,0,3,4,1,3,5,6,7,92,4,0,0,2,1,1,0.0,1,3,1,2,3,1,5,0,5,0,698,698,2,4,1,2,6.548219102762372,698,0,7.241366283322318,0,0,1,0,3,1,1,7,4,0,1,2,4.0,1,1,384,2,3,2,0,0,0,0,259,0,0,4,2,0,7,2,3,11.941944326032129,1,1,1
60,3,4.787491742782046,9.655731072956666,1,2,0,1,1,0,0,14,2,1,3,5,8,5,0,0,0,0,10,10,1,0.0,2,3,4,3,3,3,5,0,5,0,1079,1079,2,4,1,3,6.983789965258135,840,0,7.5595594960077,0,0,2,1,3,1,2,8,4,1,4,4,0.0,2,2,685,3,3,2,0,51,0,0,0,0,0,4,2,0,7,3,4,12.359780370124389,1,1,1
190,3,4.007333185232471,8.645938147306799,1,0,0,0,1,0,0,7,2,1,0,5,5,6,96,8,0,0,10,10,1,0.0,1,0,4,2,2,1,1,210,5,0,570,780,2,4,0,3,6.841615476477592,780,0,7.447751280047908,1,0,2,0,6,1,0,9,4,0,1,0,28.0,0,0,0,0,0,0,0,184,0,0,0,0,0,4,2,0,3,2,3,11.819674600139235,1,1,1
50,3,4.0943445622221,9.34215779659637,1,2,0,1,1,0,0,5,2,1,3,1,5,4,60,1,0,0,2,1,1,0.0,1,3,2,2,3,1,3,292,5,0,476,768,2,3,1,3,7.045776576879511,568,0,7.447751280047908,0,0,1,1,3,1,1,8,1,1,4,4,60.0,1,1,281,2,3,2,0,0,0,0,160,0,0,4,2,0,1,2,3,11.782952602183288,1,1,1
60,3,4.23410650459726,9.720705889909716,1,2,1,1,1,1,0,12,3,1,3,5,7,7,29,12,0,0,7,7,2,34.0,1,3,2,2,3,1,4,795,5,0,0,795,2,1,1,3,7.291656209174461,795,0,7.724446645633537,1,0,2,1,3,1,2,9,4,1,3,4,29.0,3,2,539,2,3,2,0,250,0,0,0,0,0,4,2,0,3,2,3,12.367340793126296,1,1,1
20,3,4.382026634673881,9.169518377455928,1,2,0,1,1,0,0,8,2,1,3,3,6,5,56,56,2,0,6,5,4,238.0,1,3,2,2,3,1,6,1285,5,0,131,1416,2,2,1,3,7.404887575616125,0,0,7.404887575616125,1,0,1,0,3,1,1,7,4,2,4,4,56.0,3,2,418,2,3,2,110,0,0,0,0,0,0,4,2,0,10,2,3,12.025749091398891,1,1,1
80,3,3.6109179126442243,8.979290649090876,1,2,1,1,1,4,0,9,2,1,3,4,6,6,22,22,0,0,6,5,1,0.0,1,3,2,2,3,3,6,819,5,0,184,1003,2,2,1,3,6.910750787961936,0,0,6.910750787961936,1,0,1,0,3,1,1,6,4,0,1,2,22.0,1,2,588,2,3,2,120,0,0,0,0,0,0,3,2,0,3,2,3,11.867097278690842,1,1,1
50,1,4.31748811353631,9.52588077255636,1,2,0,1,1,0,0,0,2,1,3,1,5,5,57,57,0,0,2,1,1,0.0,1,3,2,2,3,1,2,420,5,0,490,910,2,2,1,2,6.813444599510896,648,0,7.351158226430694,0,0,1,1,4,1,1,6,4,0,1,4,57.0,1,1,282,2,3,2,289,0,0,0,0,0,0,2,2,0,6,2,3,11.931635799828413,1,1,1
60,4,4.189654742026425,8.90910013492555,1,1,1,1,1,0,0,18,2,1,3,5,7,5,10,9,2,0,10,10,2,1600.0,2,3,4,3,3,1,2,649,5,0,326,975,2,4,1,3,6.882437470997847,975,0,7.575584651557793,0,0,2,1,3,1,2,7,4,1,3,2,10.0,2,2,576,2,3,2,0,10,0,0,198,0,0,4,2,0,6,2,3,12.384218830913648,1,1,1
60,3,4.499809670330265,9.367344120785848,1,2,0,1,1,0,0,12,2,1,3,5,6,6,39,39,1,0,6,6,2,365.0,2,3,2,2,3,1,4,384,2,175,143,702,2,3,1,3,6.947937068614969,702,0,7.463363045520021,0,1,1,2,3,1,1,7,4,1,4,4,39.0,1,2,539,2,3,2,224,0,0,0,0,0,0,4,2,0,6,2,3,12.072541252905651,1,1,1
20,3,4.382026634673881,9.546812608597396,1,2,0,1,1,0,0,16,2,1,3,3,6,8,59,5,0,0,6,5,1,0.0,1,2,2,2,3,1,5,0,5,0,1092,1092,2,4,1,3,7.049254841255837,0,0,7.049254841255837,0,1,1,0,3,1,2,6,4,1,4,4,59.0,1,1,300,2,3,2,0,36,0,0,0,0,0,3,2,0,8,2,2,11.973509872299472,1,1,1
190,3,4.499809670330265,9.66459564425378,1,2,0,1,1,1,0,16,2,1,0,3,5,5,53,53,2,0,4,3,2,56.0,1,3,2,2,3,2,2,841,5,0,324,1165,2,2,1,3,7.197435354096591,0,0,7.197435354096591,1,0,1,0,2,1,1,5,4,2,4,4,53.0,1,1,375,2,3,2,0,0,0,0,0,0,0,4,2,0,6,2,3,11.964001084330445,1,1,1
60,3,4.189654742026425,9.69437017295501,1,2,2,1,1,0,0,14,2,1,3,5,8,5,9,8,0,0,10,10,1,0.0,2,3,4,3,3,1,6,281,5,0,747,1028,2,4,1,3,7.098375638590786,1242,0,7.804659297056102,0,0,2,1,4,1,2,9,4,1,3,5,9.0,3,2,683,2,3,2,208,50,0,0,0,0,0,4,2,0,5,2,3,12.495003937382387,1,1,1
20,3,4.770684624465665,9.525443040003957,1,2,1,1,1,1,0,14,2,1,3,3,7,5,5,4,0,0,10,10,2,150.0,2,3,4,3,3,1,5,0,5,0,1541,1541,2,4,1,3,7.340186835320115,0,0,7.340186835320115,0,0,2,0,3,1,2,6,4,1,3,4,5.0,2,3,843,2,3,2,468,81,0,0,0,0,0,4,2,0,1,2,3,12.230765258120545,1,1,1
20,3,4.248495242049359,9.190137664658664,1,2,0,1,1,1,0,14,2,1,3,3,5,7,34,34,0,0,10,10,1,0.0,1,3,4,2,3,1,4,894,5,0,0,894,2,2,1,3,6.795705775173514,0,0,6.795705775173514,1,0,1,0,3,1,1,5,4,0,1,4,31.0,1,2,552,2,3,2,256,0,0,0,0,0,0,0,2,0,7,2,0,11.917723684090689,1,1,1
75,1,4.465908118654584,9.8193447844237,1,2,0,1,1,0,0,4,2,1,3,2,7,9,128,6,0,0,9,9,1,0.0,1,3,1,2,3,1,5,0,5,0,1470,1470,2,4,1,3,7.423568444259167,1818,0,8.158516244806831,0,0,3,0,3,1,2,10,4,1,5,4,5.0,1,3,870,2,3,2,302,0,0,0,0,0,0,4,2,0,5,2,3,12.594730635321957,1,1,1
20,3,4.382026634673881,9.248214024404264,1,2,0,1,1,0,0,14,2,1,3,3,8,5,3,2,0,0,9,9,4,246.0,2,3,4,3,3,1,6,1464,5,0,536,2000,2,4,1,3,7.600902459542082,0,0,7.600902459542082,1,0,2,0,3,1,2,8,4,0,1,4,3.0,3,3,888,2,3,2,168,0,0,0,0,0,0,4,2,0,7,2,3,12.631013530138995,1,1,1
60,3,4.7535901911063645,9.508517181520606,1,2,0,1,1,0,0,10,1,1,3,5,7,5,17,16,0,0,6,7,2,246.0,2,3,2,3,3,1,4,700,5,0,0,700,2,3,1,3,7.022868086082641,1121,0,7.715569534520208,1,0,2,1,4,1,2,8,4,1,3,4,17.0,2,3,746,2,3,2,127,44,224,0,0,0,0,4,2,0,6,2,3,12.323855681186558,1,1,1
50,1,4.23410650459726,8.977146484808472,1,0,1,1,1,0,0,0,0,1,3,1,6,7,88,58,0,0,4,3,1,0.0,1,0,2,2,3,1,5,0,5,0,319,319,2,2,1,2,6.942156705699469,371,0,7.2485040723706105,0,0,1,0,3,1,0,6,4,0,1,0,28.0,0,0,0,0,0,0,0,144,0,0,0,0,0,2,2,0,3,2,3,11.401993904262946,1,1,1
30,3,4.23410650459726,9.420763358881013,1,2,1,1,1,0,0,5,2,1,3,3,4,5,69,59,0,0,10,10,1,0.0,1,3,2,2,3,1,2,262,5,0,599,861,2,4,1,3,6.7580945044277305,0,0,6.7580945044277305,0,0,1,0,1,1,1,4,4,0,1,2,48.0,1,2,539,2,3,2,158,0,0,0,0,0,0,4,2,0,3,2,3,11.320553572322773,1,1,1
20,3,4.499809670330265,9.423675982299306,1,2,1,1,1,0,0,21,2,1,3,3,9,5,3,2,0,0,10,10,1,0.0,2,3,4,4,3,4,6,1274,5,0,622,1896,2,4,1,3,7.572502985020384,0,0,7.572502985020384,1,0,2,0,3,1,3,8,4,3,5,4,3.0,3,3,708,2,3,2,208,175,0,0,0,0,0,4,2,0,11,2,3,12.793859310432293,1,1,1
60,3,4.23410650459726,8.947025655972697,1,2,1,1,1,0,0,13,2,1,3,5,6,5,13,12,0,0,6,5,2,112.0,1,3,4,3,3,1,4,518,5,0,179,697,2,3,1,3,6.546785410760524,804,0,7.313886831633462,0,0,2,1,3,1,2,6,4,1,3,4,13.0,3,2,420,2,3,2,190,63,0,0,0,0,0,4,2,0,5,2,3,12.017330520933296,1,1,1
20,3,3.912023005428146,8.987196820661973,1,2,0,1,1,0,0,8,2,1,3,3,6,6,61,7,0,0,10,10,1,0.0,1,2,2,2,3,1,4,680,5,0,292,972,2,4,1,3,6.879355804460439,0,0,6.879355804460439,1,0,1,0,2,1,1,5,4,1,4,2,61.0,1,1,240,2,3,2,0,0,0,0,0,0,0,4,2,0,5,2,3,11.790557201568507,1,1,1
190,1,4.174387269895637,8.961879012677683,1,2,0,1,1,0,0,4,0,1,0,1,5,7,67,56,0,0,4,3,1,0.0,1,3,2,3,3,2,1,507,5,0,286,793,2,2,1,3,6.675823221634848,325,0,7.0192966537150445,1,0,1,0,3,1,1,5,4,1,4,2,67.0,1,2,410,2,3,2,0,0,0,0,271,0,0,2,2,0,5,2,3,11.694413341015606,1,1,1
20,3,5.0106352940962555,12.279532193216468,1,2,2,2,1,0,2,19,2,1,3,3,7,5,44,44,2,0,8,8,1,0.0,1,3,2,3,3,4,4,1236,2,820,80,2136,1,2,1,3,7.618742377670413,0,0,7.618742377670413,2,0,2,0,3,1,1,8,4,2,4,4,44.0,2,2,513,2,3,2,0,0,0,0,0,0,0,4,2,0,6,2,3,12.834681304952548,1,1,1
70,1,4.0943445622221,9.169518377455928,1,0,0,1,1,0,0,4,2,1,3,5,7,7,81,16,0,0,2,1,1,0.0,1,3,1,2,4,1,3,16,5,0,712,728,2,4,1,3,6.723832440821209,809,0,7.403061091090091,0,1,1,1,3,1,3,6,4,1,4,2,81.0,1,2,546,1,3,2,0,0,234,0,0,0,0,4,2,0,8,2,3,12.089538829274222,1,1,1
60,3,4.2626798770413155,8.961237781491876,1,2,1,1,1,0,0,13,2,1,3,5,7,5,5,4,0,0,10,10,1,0.0,2,3,4,3,3,1,6,425,5,0,291,716,2,4,1,3,6.573680166960646,716,0,7.266827347520591,1,0,2,1,3,1,2,6,4,1,4,4,5.0,3,2,432,2,3,2,100,51,0,0,0,0,0,4,2,0,7,2,3,12.146853285870202,1,1,1
60,3,4.543294782270004,9.473089177882752,1,2,1,1,1,1,0,12,2,1,3,5,7,7,29,29,0,0,9,9,2,278.0,2,3,2,3,3,1,6,692,5,0,153,845,2,2,1,3,7.050122520269059,1200,0,7.763446388727362,1,0,2,1,4,1,3,10,4,1,3,4,26.0,2,2,484,2,3,2,288,195,0,0,0,0,0,3,2,0,8,2,3,12.468436909997665,1,1,1
60,4,4.31748811353631,9.104979856318357,1,2,0,1,1,0,0,18,2,1,3,5,8,5,1,1,0,0,10,10,1,0.0,2,3,4,3,3,3,5,0,5,0,1088,1088,2,4,1,3,6.992096427415888,871,0,7.580189417944541,0,0,2,1,3,1,2,8,4,1,4,4,1.0,2,3,1025,2,3,2,208,46,0,0,0,0,0,4,2,0,12,2,3,12.506177237980511,1,1,1
60,3,4.499809670330265,9.20029003612268,1,2,0,2,1,0,1,22,2,1,3,5,7,5,16,16,0,0,6,5,2,256.0,2,3,4,3,3,4,6,987,5,0,360,1347,2,4,1,3,7.22402480828583,1274,0,7.880804344674901,1,0,2,1,4,1,2,9,4,1,3,4,16.0,2,3,656,2,3,2,340,60,144,0,0,0,0,4,2,0,4,2,3,12.468436909997665,1,1,1
80,3,4.23410650459726,9.55499334068759,1,2,0,1,1,0,0,12,2,1,3,4,7,5,29,29,0,0,7,7,2,225.0,1,3,2,3,3,3,6,1036,5,0,336,1372,2,2,1,3,7.294377299288821,0,0,7.294377299288821,1,0,2,0,3,1,1,6,4,2,3,4,29.0,1,2,588,2,3,2,233,48,0,0,0,0,0,4,2,0,6,2,3,12.141534124392603,1,1,1
60,3,4.709530201312334,9.696401880595555,1,2,0,1,1,1,0,21,2,1,3,5,9,5,0,0,0,0,10,10,4,370.0,1,3,4,4,4,3,5,0,5,0,1249,1249,2,4,1,3,7.130098510125578,1347,0,7.86172707782398,0,0,3,1,4,1,2,9,4,0,1,4,0.0,2,3,840,2,3,2,240,154,0,0,0,0,0,4,2,0,9,3,4,12.7444443677961,1,1,1
60,3,4.59511985013459,9.400878083541478,1,2,1,1,1,0,0,21,2,1,3,5,8,5,3,3,0,0,10,10,2,388.0,2,3,4,4,3,3,6,970,5,0,166,1136,2,4,1,3,7.035268599281097,1332,0,7.811163385025279,1,0,2,1,4,1,2,10,4,1,4,5,3.0,3,3,872,2,3,2,184,154,0,0,0,0,0,4,2,0,6,2,3,12.777052192115912,1,1,1
60,3,4.454347296253507,9.24763615671988,1,2,1,1,1,0,0,10,2,1,3,5,7,5,21,20,0,0,7,7,2,172.0,2,3,2,2,3,4,3,28,6,1474,0,1502,2,4,1,3,7.347943823148687,1177,0,7.912056888179006,1,0,2,1,4,1,2,8,4,1,3,4,20.0,3,2,576,2,3,2,201,96,0,0,0,0,0,2,2,0,8,2,3,12.614865543731012,1,1,1
20,1,3.8918202981106265,8.669055540725484,1,2,0,1,1,0,0,4,2,1,3,3,3,8,51,1,0,0,10,10,1,0.0,1,2,2,2,3,1,4,256,5,0,906,1162,2,4,1,3,7.0587581525186645,0,0,7.0587581525186645,1,0,1,0,3,1,1,6,4,0,1,4,51.0,1,1,220,1,3,2,142,98,0,0,0,0,0,4,2,0,7,2,3,11.745425111208464,1,1,1
